Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,South,Visit count,1231000,181000,875000,1587000,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,West,Visit count,851000,166000,525000,1177000,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),MSA,Visit count,2959000,277000,2417000,3502000,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),Non-MSA,Visit count,713000,153000,412000,1014000,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Private insurance,Visit count,809000,126000,563000,1056000,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicare,Visit count,472000,81000,314000,630000,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicaid,Visit count,1528000,173000,1189000,1866000,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Uninsured,Visit count,248000,55000,140000,356000,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Other,Visit count,,,,,No
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,Total,All visits,Visit count,5037000,376000,4301000,5773000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Female,Visit count,2534000,236000,2070000,2997000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Male,Visit count,2503000,214000,2084000,2923000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,0-17 years old,Visit count,1182000,159000,870000,1495000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,18-44 years old,Visit count,2143000,192000,1767000,2519000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,45-64 years old,Visit count,1068000,131000,811000,1325000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,65+ years old,Visit count,644000,101000,446000,842000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic white,Visit count,3024000,266000,2502000,3545000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic black,Visit count,1076000,151000,781000,1371000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Hispanic,Visit count,850000,127000,601000,1098000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Northeast,Visit count,811000,149000,519000,1103000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Midwest,Visit count,943000,152000,646000,1240000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,South,Visit count,2009000,222000,1575000,2443000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,West,Visit count,1274000,214000,854000,1694000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),MSA,Visit count,4228000,375000,3494000,4962000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),Non-MSA,Visit count,809000,147000,522000,1096000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Private insurance,Visit count,1106000,143000,826000,1387000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicare,Visit count,749000,107000,539000,958000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicaid,Visit count,1877000,186000,1511000,2242000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Uninsured,Visit count,533000,101000,336000,730000,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Other,Visit count,,,,,No
2017,By primary diagnosis,0,All diagnoses,Total,All visits,Visit count,138977000,10277000,118835000,159120000,Yes
2017,By primary diagnosis,0,All diagnoses,By sex,Female,Visit count,77215000,5846000,65757000,88674000,Yes
2017,By primary diagnosis,0,All diagnoses,By sex,Male,Visit count,61762000,4589000,52767000,70757000,Yes
2017,By primary diagnosis,0,All diagnoses,By age,0-17 years old,Visit count,33698000,4133000,25598000,41798000,Yes
2017,By primary diagnosis,0,All diagnoses,By age,18-44 years old,Visit count,53072000,4123000,44992000,61153000,Yes
2017,By primary diagnosis,0,All diagnoses,By age,45-64 years old,Visit count,29828000,2462000,25002000,34653000,Yes
2017,By primary diagnosis,0,All diagnoses,By age,65+ years old,Visit count,22379000,2068000,18325000,26433000,Yes
2017,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic white,Visit count,77187000,6145000,65144000,89231000,Yes
2017,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic black,Visit count,34846000,3486000,28015000,41678000,Yes
2017,By primary diagnosis,0,All diagnoses,By race/ethnicity,Hispanic,Visit count,22077000,3241000,15724000,28430000,Yes
2017,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic other,Visit count,4866000,889000,3124000,6608000,Yes
2017,By primary diagnosis,0,All diagnoses,By region,Northeast,Visit count,18450000,3495000,11600000,25300000,Yes
2017,By primary diagnosis,0,All diagnoses,By region,Midwest,Visit count,36860000,5146000,26774000,46947000,Yes
2017,By primary diagnosis,0,All diagnoses,By region,South,Visit count,59389000,7000000,45670000,73109000,Yes
2017,By primary diagnosis,0,All diagnoses,By region,West,Visit count,24277000,4135000,16173000,32382000,Yes
2017,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),MSA,Visit count,120450000,10174000,100509000,140391000,Yes
2017,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),Non-MSA,Visit count,18527000,3067000,12517000,24538000,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Private insurance,Visit count,33369000,2752000,27975000,38763000,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Medicare,Visit count,25663000,2361000,21035000,30291000,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Medicaid,Visit count,50917000,5283000,40563000,61271000,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Uninsured,Visit count,11250000,1647000,8022000,14479000,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Other,Visit count,4123000,677000,2796000,5451000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",Total,All visits,Visit count,32600000,2593000,27517000,37682000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Female,Visit count,19414000,1630000,16220000,22608000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Male,Visit count,13186000,1061000,11105000,15266000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,0-17 years old,Visit count,7130000,1183000,4811000,9449000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,18-44 years old,Visit count,11901000,900000,10137000,13665000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,45-64 years old,Visit count,7686000,741000,6234000,9138000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,65+ years old,Visit count,5882000,616000,4675000,7090000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic white,Visit count,17825000,1510000,14864000,20785000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic black,Visit count,7878000,828000,6255000,9502000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Hispanic,Visit count,5863000,1050000,3805000,7920000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic other,Visit count,1034000,198000,646000,1423000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Northeast,Visit count,4272000,864000,2578000,5966000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Midwest,Visit count,8420000,1216000,6037000,10804000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,South,Visit count,13836000,1804000,10299000,17372000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,West,Visit count,6072000,1104000,3908000,8236000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),MSA,Visit count,28495000,2557000,23482000,33507000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),Non-MSA,Visit count,4105000,768000,2600000,5610000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Private insurance,Visit count,8424000,756000,6941000,9906000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicare,Visit count,7046000,760000,5556000,8535000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicaid,Visit count,11042000,1302000,8491000,13593000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Uninsured,Visit count,2328000,389000,1564000,3091000,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Other,Visit count,,,,,No
2017,By primary diagnosis,2,2. Injury and poisoning,Total,All visits,Visit count,26241000,2011000,22299000,30184000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By sex,Female,Visit count,12259000,950000,10397000,14121000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By sex,Male,Visit count,13983000,1157000,11715000,16250000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,0-17 years old,Visit count,8352000,1021000,6351000,10352000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,18-44 years old,Visit count,9194000,852000,7523000,10864000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,45-64 years old,Visit count,4770000,428000,3931000,5608000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,65+ years old,Visit count,3926000,464000,3017000,4836000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic white,Visit count,15889000,1300000,13342000,18436000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic black,Visit count,5569000,633000,4328000,6809000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Hispanic,Visit count,3872000,655000,2588000,5155000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic other,Visit count,912000,169000,580000,1244000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,Northeast,Visit count,3370000,590000,2213000,4527000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,Midwest,Visit count,6549000,891000,4802000,8296000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,South,Visit count,11492000,1447000,8655000,14329000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,West,Visit count,4831000,864000,3138000,6524000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),MSA,Visit count,22415000,2003000,18488000,26341000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),Non-MSA,Visit count,3827000,628000,2595000,5058000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Private insurance,Visit count,6758000,593000,5595000,7921000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicare,Visit count,3824000,419000,3002000,4646000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicaid,Visit count,9197000,1068000,7105000,11290000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Uninsured,Visit count,2209000,361000,1502000,2915000,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Other,Visit count,1526000,255000,1026000,2027000,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,Total,All visits,Visit count,14675000,1322000,12083000,17267000,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Female,Visit count,8300000,756000,6819000,9781000,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Male,Visit count,6375000,633000,5134000,7615000,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By age,0-17 years old,Visit count,6123000,805000,4545000,7701000,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By age,18-44 years old,Visit count,4399000,469000,3480000,5318000,Yes
